Date,MPRN,Meter Serial Number,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
18/10/2021,10306910999,32308387,0.12,0.14,0.11,0.10,0.07,0.09,0.11,0.07,0.07,0.11,0.08,0.07,0.13,0.29,0.12,0.42,0.20,0.22,0.15,0.14,0.08,0.05,0.02,0.00,0.02,0.01,0.02,0.08,0.02,0.06,0.08,0.24,0.42,0.22,0.35,1.17,0.63,1.07,0.31,0.19,0.25,0.43,0.55,0.21,0.61,0.11,0.14,0.15
19/10/2021,10306910999,32308387,0.10,0.09,0.11,0.07,0.07,0.11,0.08,0.07,0.10,0.10,0.07,0.10,0.15,0.34,0.10,0.12,0.13,0.16,0.18,0.11,0.02,0.02,0.09,0.05,0.09,0.14,0.06,0.05,0.08,0.04,0.15,0.18,0.20,0.14,0.23,0.69,0.60,0.28,0.17,0.26,0.28,0.27,0.55,0.19,0.21,0.46,0.20,0.17
20/10/2021,10306910999,32308387,0.12,0.08,0.08,0.12,0.10,0.07,0.08,0.11,0.09,0.07,0.08,0.11,0.11,0.33,0.12,0.19,0.18,0.23,0.22,0.22,0.18,0.10,0.16,0.12,0.06,0.04,0.11,0.14,0.10,0.04,0.24,0.13,0.13,0.21,0.22,0.19,0.20,0.23,0.18,0.26,0.22,0.65,0.20,0.22,0.46,0.14,0.18,0.22
21/10/2021,10306910999,32308387,0.09,0.14,0.11,0.09,0.15,0.13,0.06,0.06,0.10,0.09,0.06,0.07,0.11,0.10,0.12,0.26,0.10,0.03,0.00,0.18,0.01,0.00,0.00,0.03,0.17,0.04,0.08,0.02,0.06,0.07,0.11,0.78,0.76,0.62,0.23,0.19,0.22,0.28,0.26,0.21,0.17,0.26,0.26,0.24,0.22,0.21,0.18,0.10
22/10/2021,10306910999,32308387,0.27,0.13,0.14,0.16,0.14,0.14,0.10,0.10,0.06,0.06,0.10,0.11,0.12,0.13,0.14,0.10,0.05,0.06,0.27,0.03,0.02,0.01,0.10,0.47,0.11,0.11,0.50,0.10,0.16,0.21,0.15,0.13,0.20,0.21,0.17,0.18,0.22,0.23,0.20,0.25,0.28,0.34,0.27,0.18,0.22,0.17,0.23,0.20
23/10/2021,10306910999,32308387,0.16,0.12,0.11,0.17,0.14,0.08,0.09,0.13,0.12,0.08,0.08,0.13,0.11,0.09,0.09,0.13,0.14,0.10,0.26,0.16,0.10,0.83,0.34,0.12,0.11,0.09,0.12,0.08,0.51,0.97,0.39,0.14,0.11,0.12,0.17,0.55,0.50,0.44,0.53,0.19,0.23,0.25,0.17,0.14,0.13,0.16,0.17,0.13
24/10/2021,10306910999,32308387,0.17,0.21,0.13,0.09,0.10,0.13,0.09,0.08,0.12,0.12,0.08,0.08,0.13,0.11,0.08,0.08,0.15,0.04,0.69,0.77,0.15,0.24,0.18,0.07,0.12,0.08,0.03,0.06,0.12,1.09,0.53,0.27,0.23,0.24,0.48,0.72,1.31,1.08,0.34,0.27,0.26,0.26,0.30,0.18,0.20,0.24,0.23,0.12
25/10/2021,10306910999,32308387,0.14,0.16,0.16,0.08,0.11,0.13,0.08,0.09,0.13,0.10,0.08,0.11,0.12,0.09,0.10,0.12,0.10,0.11,0.21,0.02,0.00,0.01,0.00,0.01,0.02,0.11,0.38,0.04,0.02,0.38,0.14,0.24,0.30,0.27,0.26,0.21,0.56,1.15,1.52,0.25,0.22,0.45,0.34,0.24,0.19,0.18,0.22,0.15
26/10/2021,10306910999,32308387,0.09,0.11,0.14,0.10,0.09,0.12,0.13,0.09,0.09,0.13,0.12,0.09,0.09,0.14,0.11,0.09,0.11,0.34,0.15,0.15,0.17,0.21,0.16,0.15,0.19,0.19,0.15,0.13,0.13,0.15,0.16,0.26,0.27,0.22,0.17,0.22,0.27,0.90,0.54,0.66,0.45,0.26,0.34,0.60,0.93,0.90,0.42,0.21
27/10/2021,10306910999,32308387,0.13,0.14,0.17,0.14,0.13,0.17,0.16,0.10,0.09,0.12,0.08,0.08,0.12,0.10,0.08,0.09,0.14,0.22,0.35,0.20,0.21,0.15,0.14,0.20,0.33,1.27,0.72,0.23,0.12,0.15,0.21,0.94,0.45,0.25,0.22,0.86,0.34,0.49,0.40,0.31,0.31,0.34,0.20,0.42,0.76,0.94,0.88,0.16
28/10/2021,10306910999,32308387,0.20,0.16,0.14,0.16,0.16,0.16,0.16,0.12,0.10,0.07,0.10,0.12,0.08,0.07,0.12,0.14,0.10,0.14,0.37,0.60,0.44,0.27,0.29,0.26,0.15,0.17,0.16,0.12,0.06,0.13,0.31,0.58,0.64,1.53,0.74,0.24,0.23,0.22,0.21,0.28,0.18,0.22,0.23,0.21,0.47,0.19,0.11,0.93
29/10/2021,10306910999,32308387,0.22,0.14,0.10,0.13,0.11,0.08,0.10,0.12,0.07,0.08,0.12,0.10,0.07,0.09,0.14,0.13,0.13,0.18,0.18,0.28,0.12,0.06,0.11,0.18,0.30,0.11,0.06,0.02,0.28,0.57,0.33,0.50,0.17,0.17,0.13,0.36,0.30,0.31,0.31,0.28,0.20,0.18,0.25,0.34,0.19,0.10,0.13,0.69
30/10/2021,10306910999,32308387,0.14,0.11,0.10,0.15,0.15,0.13,0.07,0.12,0.11,0.07,0.08,0.12,0.10,0.07,0.09,0.12,0.07,0.00,0.05,0.63,0.08,0.02,0.19,0.09,0.00,0.00,0.00,0.01,0.02,0.02,0.07,0.14,0.25,0.21,0.18,0.22,0.54,1.05,0.34,0.20,0.22,0.55,0.37,0.14,0.15,0.36,0.16,0.16
31/10/2021,10306910999,32308387,0.09,0.12,0.14,0.20,0.18,0.08,0.08,0.12,0.08,0.07,0.10,0.11,0.08,0.10,0.21,0.27,0.15,0.05,0.03,0.01,0.00,0.00,0.95,0.45,0.05,0.30,0.05,0.16,0.41,1.15,0.21,0.19,0.51,0.22,0.18,0.25,0.35,0.30,0.18,0.39,0.39,0.37,0.66,0.14,0.21,0.13,0.14,0.13
01/11/2021,10306910999,32308387,0.10,0.12,0.09,0.07,0.09,0.12,0.09,0.07,0.07,0.11,0.10,0.07,0.07,0.13,0.15,0.47,0.46,0.28,0.27,0.09,0.90,0.66,0.13,0.06,0.04,0.10,0.08,0.07,0.06,0.10,0.12,0.13,0.11,0.20,0.19,0.18,0.36,0.83,0.53,0.16,0.19,0.21,0.18,0.18,0.13,0.12,0.14,0.09
02/11/2021,10306910999,32308387,0.12,0.08,0.12,0.09,0.07,0.07,0.11,0.11,0.07,0.08,0.09,0.12,0.12,0.10,0.12,0.37,0.01,0.25,0.25,0.51,0.30,0.37,0.01,0.16,0.23,0.20,0.08,0.12,0.19,0.16,0.19,0.21,0.22,0.93,0.31,0.35,0.73,1.16,0.86,0.36,0.23,0.17,0.18,0.18,0.18,0.18,0.14,0.11
03/11/2021,10306910999,32308387,0.14,0.17,0.15,0.12,0.13,0.15,0.13,0.07,0.11,0.10,0.08,0.09,0.13,0.26,0.17,0.03,0.72,1.33,0.18,0.06,0.28,0.03,0.06,1.43,0.45,0.14,0.23,0.25,0.27,0.21,0.18,0.35,0.16,0.17,0.27,0.23,0.19,0.22,0.21,0.12,0.15,0.73,0.78,0.51,0.16,0.15,0.10,0.14
04/11/2021,10306910999,32308387,0.18,0.08,0.07,0.11,0.09,0.07,0.09,0.11,0.07,0.10,0.10,0.09,0.07,0.16,0.28,0.06,0.02,0.44,0.16,0.03,0.08,0.23,0.00,0.02,0.02,0.03,0.07,0.10,0.16,0.18,0.14,0.50,0.25,0.29,0.21,0.22,0.27,0.37,0.99,0.69,0.48,0.50,0.11,0.14,0.45,0.11,0.09,0.12
05/11/2021,10306910999,32308387,0.14,0.12,0.13,0.09,0.12,0.09,0.07,0.09,0.13,0.08,0.08,0.08,0.12,0.19,0.09,0.22,0.31,0.24,0.18,0.14,0.12,0.12,0.00,0.04,0.01,0.01,0.15,0.11,0.13,0.15,0.12,0.19,0.19,0.21,0.22,0.23,0.21,0.38,1.05,0.65,0.25,0.20,0.20,0.21,0.12,0.20,0.15,0.12
06/11/2021,10306910999,32308387,0.23,0.11,0.08,0.11,0.09,0.08,0.14,0.10,0.08,0.12,0.07,0.08,0.11,0.07,0.13,0.18,0.15,0.14,0.33,0.78,0.29,0.28,0.12,0.06,0.05,0.18,0.08,0.11,0.10,0.12,0.15,0.16,0.19,0.12,0.20,0.26,0.22,0.79,0.17,0.56,1.04,0.79,0.18,0.12,0.12,0.14,0.14,0.17
07/11/2021,10306910999,32308387,0.11,0.11,0.08,0.10,0.10,0.09,0.09,0.11,0.07,0.08,0.12,0.07,0.07,0.11,0.11,0.06,0.07,0.22,0.06,0.05,0.00,0.01,0.03,0.68,0.15,0.10,0.12,0.16,0.28,0.18,0.14,0.16,0.20,1.56,1.23,0.44,1.34,1.35,0.52,0.31,0.75,0.73,0.40,0.16,0.15,0.11,0.12,0.13
08/11/2021,10306910999,32308387,0.20,0.13,0.10,0.11,0.15,0.13,0.09,0.09,0.10,0.13,0.10,0.09,0.09,0.24,0.18,0.13,0.12,0.50,0.74,0.31,0.21,0.19,0.25,0.27,0.11,0.17,0.06,0.97,0.67,0.25,0.17,0.27,0.22,0.22,0.25,0.24,0.26,0.26,0.32,0.26,0.18,0.19,0.75,0.18,0.14,0.35,0.26,0.13
09/11/2021,10306910999,32308387,0.18,0.12,0.15,0.10,0.09,0.11,0.13,0.09,0.09,0.11,0.13,0.09,0.09,0.22,0.15,0.24,0.13,0.17,0.16,0.10,0.12,0.45,0.27,0.10,0.26,0.16,0.15,0.15,0.13,0.16,0.15,0.41,1.07,0.80,0.29,0.22,0.30,0.28,0.23,0.25,0.31,0.15,0.15,0.19,0.13,0.16,0.17,0.18
10/11/2021,10306910999,32308387,0.13,0.11,0.09,0.12,0.11,0.09,0.12,0.10,0.09,0.12,0.11,0.35,0.37,0.23,0.14,0.48,0.27,0.10,0.18,0.30,0.06,0.14,0.12,0.15,0.15,0.30,0.14,0.13,0.18,0.17,0.18,0.20,0.19,0.15,0.37,0.29,0.80,0.87,0.34,0.24,0.29,0.28,0.20,0.25,0.21,0.17,0.18,0.14
11/11/2021,10306910999,32308387,0.20,0.09,0.13,0.12,0.09,0.10,0.13,0.09,0.09,0.13,0.11,0.09,0.11,0.25,0.14,0.64,0.16,0.14,0.29,0.27,0.08,0.02,0.35,0.67,0.16,0.25,0.24,0.22,0.27,0.16,0.12,0.32,0.27,0.19,0.24,0.29,0.30,0.36,0.34,0.20,0.24,0.22,0.14,0.17,0.16,0.14,0.92,0.21
12/11/2021,10306910999,32308387,0.15,0.17,0.21,0.19,0.11,0.13,0.09,0.10,0.13,0.08,0.10,0.13,0.09,0.24,0.16,0.18,0.14,0.15,0.11,0.15,0.08,0.06,0.12,0.09,0.09,0.08,0.28,0.18,0.12,0.14,0.25,0.28,0.16,0.24,0.20,0.21,0.34,0.39,0.24,0.23,0.78,0.23,0.16,0.49,0.18,0.15,0.16,0.57
13/11/2021,10306910999,32308387,0.12,0.17,0.16,0.14,0.21,0.12,0.08,0.12,0.10,0.08,0.12,0.10,0.10,0.16,0.12,0.12,0.16,0.21,0.28,0.06,0.04,0.08,0.11,0.71,0.08,0.22,0.19,0.21,0.28,0.25,0.19,0.22,1.38,0.77,0.40,0.19,0.16,0.49,0.77,0.25,0.25,0.55,0.78,0.34,0.16,0.13,0.20,0.15
14/11/2021,10306910999,32308387,0.12,0.16,0.10,0.09,0.13,0.09,0.10,0.12,0.09,0.10,0.11,0.08,0.11,0.10,0.10,0.14,0.08,0.01,0.21,0.14,0.09,0.14,0.26,0.73,0.20,0.14,0.44,0.30,0.81,0.44,0.27,0.33,0.57,0.26,0.19,0.19,0.29,0.28,0.30,0.17,0.19,0.16,0.25,0.18,0.15,0.17,0.15,0.18
15/11/2021,10306910999,32308387,0.14,0.19,0.09,0.11,0.11,0.08,0.11,0.11,0.08,0.11,0.10,0.08,0.16,0.22,0.13,0.20,0.30,0.18,0.18,0.10,0.08,0.07,0.03,0.24,0.14,0.07,0.08,0.11,0.13,0.19,0.21,0.18,0.24,0.28,0.92,0.40,0.47,0.20,0.27,0.24,0.28,0.26,0.21,0.19,0.17,0.16,0.13,0.12
16/11/2021,10306910999,32308387,0.17,0.24,0.11,0.11,0.08,0.11,0.11,0.08,0.11,0.10,0.08,0.11,0.12,0.67,0.18,0.17,0.39,0.94,0.36,0.22,0.25,0.21,0.23,0.23,0.16,0.15,0.17,0.21,0.14,0.10,0.28,0.22,0.17,0.23,0.25,0.23,0.55,1.05,0.67,0.35,0.16,0.23,0.18,0.15,0.20,0.22,0.11,0.15
17/11/2021,10306910999,32308387,0.15,0.08,0.09,0.13,0.09,0.09,0.13,0.09,0.08,0.12,0.10,0.08,0.14,0.77,0.16,0.25,0.38,0.18,0.02,0.13,0.07,0.04,0.10,0.10,0.14,0.46,0.25,0.22,0.25,0.21,0.20,0.23,0.17,0.17,0.29,0.27,0.88,0.74,0.97,0.65,0.32,0.24,0.35,0.29,0.29,0.27,0.19,0.13
18/11/2021,10306910999,32308387,0.22,0.10,0.08,0.12,0.10,0.09,0.12,0.10,0.08,0.11,0.11,0.63,0.19,0.25,0.15,0.14,0.24,0.12,0.72,0.07,0.15,0.19,0.22,0.17,0.10,0.15,0.14,0.21,0.23,0.20,0.29,0.24,0.19,0.19,0.23,0.26,0.32,1.08,0.70,0.27,0.37,0.27,0.19,0.11,0.14,0.13,0.13,0.16
19/11/2021,10306910999,32308387,0.22,0.10,0.09,0.13,0.10,0.09,0.12,0.11,0.09,0.11,0.12,0.66,0.20,0.27,0.15,0.09,0.06,0.02,0.07,0.00,0.01,0.00,0.04,0.19,0.02,0.04,0.15,0.14,0.13,0.15,0.16,0.20,0.26,0.29,0.33,0.58,0.41,0.45,0.25,0.24,0.27,0.47,0.89,0.66,0.25,0.16,0.16,0.16
20/11/2021,10306910999,32308387,0.12,0.16,0.13,0.10,0.13,0.10,0.09,0.11,0.09,0.08,0.11,0.10,0.09,0.15,0.13,0.07,0.04,0.15,0.48,0.56,0.01,0.01,0.00,0.01,0.04,1.05,0.89,0.20,0.21,0.23,0.65,0.31,0.22,0.23,0.17,0.81,0.67,0.36,0.38,0.67,0.53,0.15,0.23,0.12,0.14,0.16,0.15,0.20
21/11/2021,10306910999,32308387,0.13,0.13,0.08,0.10,0.11,0.07,0.08,0.12,0.08,0.07,0.10,0.10,0.07,0.08,0.13,0.13,0.57,0.17,0.04,0.22,0.12,0.69,0.04,0.06,0.15,0.14,0.19,0.18,0.12,0.20,0.23,0.20,0.23,1.34,1.02,0.39,0.22,0.26,0.23,0.22,0.57,0.39,0.13,0.18,0.45,0.10,0.12,0.15
22/11/2021,10306910999,32308387,0.13,0.08,0.11,0.08,0.08,0.12,0.08,0.07,0.12,0.08,0.07,0.12,0.09,0.20,0.18,0.29,0.11,0.10,0.06,0.55,0.43,0.06,0.04,0.12,0.17,0.19,0.31,0.25,1.21,1.14,0.27,0.24,0.32,0.29,0.24,0.51,0.75,0.36,0.24,0.75,0.74,0.41,0.13,0.16,0.67,0.65,0.27,0.15
23/11/2021,10306910999,32308387,0.21,0.21,0.09,0.09,0.13,0.09,0.08,0.11,0.11,0.08,0.09,0.13,0.77,0.19,0.37,0.21,0.35,0.31,0.24,0.22,0.73,0.97,0.34,0.11,0.62,0.50,0.22,0.20,0.26,0.26,0.25,0.19,0.35,0.24,0.22,0.27,0.64,1.26,0.63,0.29,0.21,0.20,0.16,0.20,0.14,0.17,0.18,0.14
24/11/2021,10306910999,32308387,0.13,0.14,0.11,0.10,0.14,0.11,0.10,0.14,0.11,0.10,0.13,0.34,0.59,0.32,0.19,0.21,0.17,0.32,0.20,0.19,0.25,0.20,0.17,0.53,0.26,0.24,0.22,0.20,0.19,0.20,0.22,0.25,0.32,0.21,0.29,0.23,0.92,0.73,0.26,0.19,0.28,0.20,0.21,0.14,0.26,0.18,0.18,0.17
25/11/2021,10306910999,32308387,0.19,0.14,0.10,0.10,0.13,0.12,0.10,0.11,0.14,0.09,0.10,0.13,0.14,0.24,0.18,0.19,0.24,0.04,0.02,0.01,0.01,0.08,0.09,0.12,0.13,0.32,0.44,0.71,0.21,0.26,0.72,0.50,0.31,0.27,0.23,0.31,0.33,0.27,0.17,1.10,0.83,0.19,0.16,0.17,0.17,0.13,0.13,0.15
26/11/2021,10306910999,32308387,0.13,0.10,0.10,0.14,0.10,0.10,0.12,0.13,0.10,0.09,0.14,0.10,0.11,0.24,0.18,0.26,0.12,0.04,0.05,0.21,0.03,0.09,0.05,0.11,0.22,0.13,0.16,0.55,0.16,0.13,0.18,0.23,0.23,0.24,0.28,0.23,0.24,0.32,0.22,0.24,1.19,0.59,0.22,0.27,0.21,0.16,0.36,0.20
27/11/2021,10306910999,32308387,0.16,0.19,0.52,0.16,0.22,0.16,0.12,0.11,0.16,0.13,0.12,0.14,0.14,0.12,0.19,0.19,0.18,0.18,0.41,0.36,0.39,0.12,1.08,0.27,0.45,0.63,0.28,0.27,0.28,0.20,0.14,0.30,0.51,2.12,0.83,0.39,0.33,0.37,0.90,0.28,0.24,0.45,1.28,1.95,1.11,0.19,0.15,0.42
28/11/2021,10306910999,32308387,0.18,0.16,0.14,0.17,0.13,0.10,0.12,0.14,0.09,0.10,0.14,0.11,0.10,0.13,0.15,0.13,0.15,0.19,0.19,0.28,0.40,0.20,0.12,0.78,0.18,0.15,0.15,0.23,0.56,0.58,0.25,0.26,1.14,0.99,0.40,0.26,0.72,0.58,0.17,0.15,0.25,0.16,0.14,0.19,0.35,0.47,0.20,0.17
29/11/2021,10306910999,32308387,0.13,0.12,0.11,0.08,0.10,0.12,0.09,0.10,0.12,0.08,0.09,0.12,0.10,0.18,0.18,0.14,0.15,0.34,0.20,0.12,0.13,0.14,0.17,0.08,0.35,0.25,0.30,0.18,0.18,0.20,0.18,0.35,0.22,0.20,0.22,0.39,0.29,0.22,0.21,0.18,0.24,0.22,0.10,0.10,0.12,0.11,0.14,0.60
30/11/2021,10306910999,32308387,0.08,0.12,0.08,0.09,0.11,0.08,0.11,0.09,0.08,0.12,0.08,0.09,0.11,0.17,0.16,0.15,0.14,0.55,0.82,0.13,0.22,0.26,0.28,0.24,0.37,0.51,0.37,1.61,0.65,0.21,0.17,0.39,0.23,0.19,0.23,0.33,0.25,0.24,0.22,0.23,0.20,0.34,0.24,0.19,0.22,0.18,0.13,0.11
01/12/2021,10306910999,32308387,0.19,0.09,0.12,0.10,0.08,0.12,0.10,0.08,0.11,0.10,0.08,0.10,0.11,0.17,0.16,0.16,0.48,0.38,0.09,0.08,0.28,0.03,0.11,0.25,0.11,0.09,0.15,0.19,0.16,0.21,0.20,0.19,0.20,0.21,0.25,0.28,0.24,0.25,0.49,0.26,0.20,0.26,0.32,0.91,0.26,0.17,0.10,0.18
02/12/2021,10306910999,32308387,0.13,0.13,0.14,0.09,0.08,0.12,0.09,0.08,0.12,0.09,0.08,0.11,0.27,0.57,0.19,0.16,0.43,0.17,0.05,0.09,0.04,0.06,0.04,0.14,0.09,0.10,0.18,0.20,0.12,0.12,0.17,0.36,0.17,0.22,0.22,0.19,0.80,0.69,0.31,0.21,0.22,0.17,0.14,0.17,0.19,0.17,0.11,0.14
03/12/2021,10306910999,32308387,0.17,0.08,0.08,0.11,0.11,0.08,0.08,0.12,0.10,0.08,0.08,0.13,0.11,0.15,0.15,0.20,0.15,0.17,0.37,0.24,0.19,0.16,0.21,0.24,0.26,0.82,0.40,0.61,0.39,0.17,0.16,0.43,0.23,0.19,0.25,0.24,0.49,0.29,0.38,0.25,0.27,0.22,0.18,0.18,0.21,0.16,0.16,0.12
04/12/2021,10306910999,32308387,0.13,0.15,0.17,0.09,0.10,0.13,0.08,0.08,0.12,0.09,0.08,0.11,0.11,0.09,0.11,0.18,0.17,0.06,0.04,0.05,0.00,0.02,0.00,0.01,0.05,0.10,0.11,0.18,0.16,0.12,0.62,0.55,0.22,0.27,0.27,0.24,0.35,0.50,0.47,0.46,0.21,0.94,1.17,0.31,0.17,0.12,0.11,0.16
05/12/2021,10306910999,32308387,0.10,0.08,0.15,0.12,0.16,0.11,0.11,0.08,0.10,0.11,0.08,0.08,0.14,0.10,0.11,0.16,0.17,0.06,0.04,0.08,0.00,0.18,0.04,0.59,0.25,0.14,0.20,0.26,0.32,0.20,0.15,0.18,0.16,0.44,1.07,0.67,1.14,1.01,0.31,0.29,0.89,0.28,0.27,0.99,0.64,0.21,0.12,0.15
06/12/2021,10306910999,32308387,0.12,0.11,0.07,0.09,0.10,0.07,0.10,0.10,0.07,0.09,0.10,0.09,0.10,0.19,0.13,0.14,0.19,0.12,0.19,0.02,0.09,0.02,0.04,0.08,0.34,0.67,0.13,0.22,0.29,0.24,0.40,0.24,0.21,0.24,0.30,0.27,0.28,1.09,0.91,0.49,0.25,0.23,0.24,0.21,0.22,0.23,0.20,0.11
07/12/2021,10306910999,32308387,0.23,0.13,0.16,0.15,0.15,0.15,0.09,0.11,0.11,0.09,0.13,0.09,0.10,0.14,0.16,0.23,0.30,0.24,0.21,0.17,0.19,0.20,0.17,0.21,0.19,0.73,0.29,0.28,0.60,0.40,0.27,0.29,0.30,0.22,0.28,0.43,0.28,0.27,0.28,0.23,0.21,0.26,0.22,0.24,0.24,0.21,0.83,0.19
08/12/2021,10306910999,32308387,0.14,0.65,0.11,0.10,0.14,0.10,0.11,0.12,0.10,0.11,0.10,0.08,0.12,0.12,0.13,0.18,0.17,0.20,0.21,0.28,0.21,0.15,0.23,0.25,0.17,0.18,0.22,0.22,0.26,0.30,0.26,0.33,0.29,0.28,0.21,0.23,0.52,0.23,0.19,0.28,0.22,0.15,0.21,0.22,0.16,0.19,0.17,0.17
09/12/2021,10306910999,32308387,0.16,0.16,0.13,0.15,0.17,0.13,0.16,0.14,0.09,0.08,0.11,0.10,0.08,0.18,0.19,0.14,0.17,0.54,0.71,0.22,0.70,0.17,0.17,0.14,0.13,0.30,0.17,0.16,0.13,0.19,0.17,0.39,0.25,0.22,0.20,0.27,0.45,0.75,0.25,0.26,0.20,0.21,0.18,0.17,0.21,0.18,0.11,0.14
10/12/2021,10306910999,32308387,0.13,0.07,0.12,0.08,0.07,0.11,0.11,0.08,0.08,0.11,0.07,0.07,0.11,0.23,0.17,0.15,0.20,0.49,0.37,0.06,0.09,0.24,0.03,0.02,0.07,0.15,0.15,0.27,0.20,0.15,0.17,0.35,0.24,0.27,0.33,0.31,0.50,1.11,0.27,0.23,0.29,0.27,0.18,0.16,0.17,0.14,0.14,0.13
11/12/2021,10306910999,32308387,0.10,0.10,0.16,0.10,0.11,0.13,0.10,0.08,0.10,0.12,0.08,0.09,0.13,0.09,0.10,0.15,0.16,0.16,0.20,0.30,0.15,0.20,0.20,0.13,0.16,0.18,0.12,0.12,0.23,0.35,0.15,0.85,0.58,0.39,0.91,0.47,0.38,0.64,0.99,0.84,0.53,0.18,0.21,0.27,0.18,0.13,0.11,0.15
12/12/2021,10306910999,32308387,0.14,0.11,0.08,0.10,0.11,0.07,0.09,0.11,0.07,0.08,0.11,0.07,0.08,0.11,0.10,0.10,0.18,0.44,0.18,0.18,0.97,0.11,0.06,0.06,0.09,0.22,0.22,0.17,0.16,0.20,0.13,0.24,0.24,1.21,0.94,0.63,0.29,0.38,0.74,0.58,0.67,0.51,0.14,0.14,0.17,0.15,0.10,0.08
13/12/2021,10306910999,32308387,0.19,0.13,0.08,0.10,0.12,0.08,0.07,0.11,0.09,0.07,0.10,0.10,0.07,0.18,0.16,0.13,0.14,0.33,0.19,0.13,0.15,0.15,0.10,0.12,0.18,0.17,0.16,0.20,0.15,0.14,0.23,0.23,0.21,0.24,0.35,0.25,0.27,0.27,0.22,0.28,0.24,0.17,0.17,0.21,0.19,0.18,0.20,0.12
14/12/2021,10306910999,32308387,0.13,0.10,0.13,0.09,0.08,0.12,0.10,0.08,0.10,0.11,0.07,0.08,0.17,0.69,0.14,0.19,0.51,0.21,0.33,0.02,0.00,0.02,0.01,0.01,0.07,0.08,0.12,0.22,0.15,0.18,0.25,0.18,0.21,0.18,0.37,0.47,0.30,0.34,0.22,0.26,0.22,0.18,0.17,0.17,0.21,0.15,0.11,0.16
15/12/2021,10306910999,32308387,0.15,0.13,0.09,0.13,0.09,0.07,0.09,0.11,0.08,0.07,0.10,0.10,0.21,0.60,0.21,0.18,0.57,0.05,0.12,0.11,0.03,0.08,0.04,0.00,0.03,0.04,0.04,0.85,0.22,0.21,0.25,0.28,0.25,0.25,0.27,1.10,0.67,0.30,0.26,0.21,0.21,0.18,0.20,0.16,0.17,0.19,0.14,0.14
16/12/2021,10306910999,32308387,0.11,0.17,0.09,0.08,0.11,0.12,0.08,0.08,0.13,0.10,0.08,0.10,0.13,0.21,0.14,0.18,0.19,0.34,0.37,0.13,0.14,0.13,0.20,0.17,0.14,0.35,0.48,0.28,0.24,0.19,0.25,1.62,0.99,0.73,0.25,0.63,1.10,0.85,0.37,0.31,0.36,0.21,0.16,0.22,0.22,0.17,0.18,0.09
17/12/2021,10306910999,32308387,0.16,0.14,0.17,0.21,0.10,0.11,0.12,0.08,0.10,0.13,0.09,0.08,0.14,0.22,0.15,0.19,0.23,0.24,0.25,0.23,0.20,0.20,0.23,0.20,0.21,0.22,0.23,0.20,0.22,0.31,0.19,0.26,0.30,0.25,0.25,0.32,0.70,0.66,0.41,0.35,0.27,0.28,0.35,0.97,0.82,0.40,0.20,0.19
18/12/2021,10306910999,32308387,0.21,0.19,0.16,0.18,0.17,0.09,0.12,0.11,0.08,0.10,0.12,0.09,0.10,0.13,0.10,0.27,0.57,0.34,0.17,0.43,0.11,0.09,0.13,0.21,0.20,0.20,0.15,0.33,0.23,0.17,0.19,0.20,0.35,0.67,0.35,0.25,0.45,0.94,1.80,0.82,0.39,0.57,0.23,0.21,0.17,0.18,0.21,0.20
19/12/2021,10306910999,32308387,0.11,0.12,0.19,0.10,0.10,0.13,0.10,0.09,0.13,0.10,0.09,0.12,0.12,0.09,0.10,0.16,0.15,0.16,0.67,0.25,0.22,0.23,0.17,0.14,1.35,0.65,0.26,0.17,0.36,0.97,0.41,0.23,0.22,0.42,0.46,0.35,0.27,1.92,0.83,0.23,0.45,0.30,0.13,0.14,0.17,0.18,0.16,0.18
20/12/2021,10306910999,32308387,0.17,0.14,0.15,0.16,0.09,0.10,0.13,0.09,0.08,0.12,0.10,0.09,0.11,0.24,0.27,0.16,0.23,0.22,0.37,0.33,0.29,0.24,0.19,0.43,0.43,0.21,0.54,1.50,0.36,0.26,0.30,0.18,0.40,0.27,0.69,1.70,0.98,0.65,0.33,1.35,0.38,0.35,1.14,0.45,0.20,0.24,0.22,0.19
21/12/2021,10306910999,32308387,0.13,0.11,0.13,0.09,0.10,0.13,0.12,0.13,0.17,0.10,0.08,0.11,0.12,0.10,0.11,0.15,0.10,0.11,0.15,0.11,0.10,0.12,0.12,0.10,0.10,0.14,0.10,0.10,0.14,0.13,0.11,0.12,0.15,0.11,0.11,0.15,0.14,0.12,0.13,0.14,0.10,0.10,0.12,0.13,0.08,0.08,0.12,0.18
22/12/2021,10306910999,32308387,0.08,0.10,0.12,0.08,0.08,0.11,0.11,0.08,0.08,0.12,0.10,0.08,0.10,0.14,0.10,0.11,0.12,0.14,0.10,0.10,0.13,0.10,0.05,0.05,0.12,0.09,0.08,0.10,0.14,0.10,0.10,0.13,0.14,0.11,0.12,0.15,0.15,0.12,0.13,0.13,0.11,0.10,0.10,0.14,0.09,0.08,0.09,0.09
