Date,MPRN,Meter Serial Number,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
08/06/2021,10306910999,32308387,0.11,0.16,0.14,0.09,0.08,0.08,0.12,0.08,0.07,0.08,0.11,0.08,0.05,0.49,0.16,0.12,0.83,0.41,0.21,0.17,0.05,0.07,0.06,1.07,0.60,0.08,0.01,0.02,0.00,0.01,0.02,0.03,0.07,0.13,0.13,0.10,0.12,0.15,0.17,0.20,0.18,0.12,0.16,0.14,0.10,0.13,0.28,0.12
09/06/2021,10306910999,32308387,0.10,0.09,0.14,0.21,0.18,0.10,0.11,0.11,0.07,0.06,0.09,0.10,0.06,0.11,0.13,0.14,0.08,0.15,0.15,0.09,0.00,0.03,0.12,0.06,0.02,0.02,0.35,0.07,0.00,0.11,0.23,0.03,0.01,0.10,0.10,0.07,0.13,0.14,0.16,0.16,0.15,0.20,0.19,0.15,0.20,0.20,0.11,0.14
10/06/2021,10306910999,32308387,0.12,0.14,0.09,0.08,0.07,0.12,0.11,0.07,0.07,0.09,0.09,0.04,0.00,0.02,0.05,0.00,0.04,0.01,0.01,0.06,0.05,0.00,0.00,0.00,0.04,0.69,0.24,0.09,0.09,0.07,0.07,0.06,0.07,0.09,0.13,0.15,0.16,0.17,0.12,0.23,0.24,0.21,0.18,0.63,0.92,0.38,0.19,0.11
11/06/2021,10306910999,32308387,0.19,0.18,0.12,0.09,0.07,0.08,0.11,0.10,0.06,0.06,0.08,0.08,0.05,0.05,0.07,0.09,0.61,1.29,0.25,0.14,0.12,0.07,0.06,0.04,0.03,0.17,0.03,0.02,0.01,0.00,0.00,0.03,0.11,0.07,0.06,0.07,0.12,0.16,0.17,0.26,0.26,0.31,0.24,0.42,1.24,0.73,0.29,0.15
12/06/2021,10306910999,32308387,0.14,0.15,0.18,0.13,0.10,0.07,0.07,0.11,0.11,0.07,0.06,0.07,0.07,0.03,0.00,0.00,0.10,0.06,0.07,0.00,0.64,0.24,0.03,0.00,0.10,0.49,0.01,0.39,0.03,0.01,0.01,0.00,0.21,0.09,0.15,0.13,0.06,0.36,0.93,0.50,0.25,0.16,0.32,0.16,0.12,0.14,0.12,0.17
13/06/2021,10306910999,32308387,0.07,0.11,0.15,0.15,0.08,0.07,0.11,0.11,0.07,0.06,0.08,0.10,0.06,0.01,0.00,0.02,0.00,0.01,0.14,0.80,0.24,0.13,0.10,0.11,0.61,0.13,1.14,0.86,0.38,0.07,0.15,0.39,0.06,0.10,0.53,0.14,0.12,0.86,0.88,0.22,0.20,0.49,0.14,0.13,0.12,0.25,0.27,0.08
14/06/2021,10306910999,32308387,0.12,0.15,0.15,0.18,0.09,0.09,0.10,0.07,0.11,0.07,0.10,0.06,0.06,0.14,0.88,0.11,0.03,0.04,0.05,0.05,0.01,0.00,0.00,0.00,0.00,0.15,0.01,0.60,0.63,0.15,0.01,0.02,0.04,0.06,0.11,0.10,0.17,0.79,0.20,0.20,0.19,0.21,0.14,0.14,0.15,0.16,0.19,0.13
15/06/2021,10306910999,32308387,0.16,0.13,0.15,0.12,0.08,0.12,0.07,0.10,0.10,0.07,0.09,0.06,0.09,0.08,0.63,0.07,0.00,0.03,0.00,1.41,0.91,0.06,0.03,0.09,0.08,0.13,1.16,0.55,0.03,0.02,0.25,0.00,0.05,0.12,0.12,0.22,1.98,0.85,0.27,0.34,0.52,0.33,0.31,0.15,0.13,1.05,0.77,0.14
16/06/2021,10306910999,32308387,0.32,0.10,0.10,0.11,0.07,0.11,0.09,0.07,0.11,0.07,0.08,0.11,0.07,0.17,0.16,0.04,0.84,0.27,0.17,0.19,0.17,0.01,0.07,1.57,1.14,0.14,0.09,0.08,0.48,0.11,0.11,1.90,0.80,0.41,0.16,0.15,0.17,0.19,1.10,1.81,0.75,0.28,0.32,0.31,0.21,0.16,0.14,0.24
17/06/2021,10306910999,32308387,0.17,0.12,0.16,0.15,0.07,0.09,0.10,0.07,0.09,0.10,0.05,0.06,0.06,0.02,0.75,0.49,0.63,0.06,0.01,0.00,0.00,0.01,0.14,1.27,0.28,0.01,0.04,0.03,0.05,0.03,0.06,0.02,0.08,0.07,1.40,1.48,0.63,0.34,0.29,0.21,0.20,0.21,1.03,0.80,0.53,0.10,0.11,0.20
18/06/2021,10306910999,32308387,0.16,0.14,0.46,0.16,0.19,0.13,0.08,0.09,0.12,0.07,0.07,0.05,0.00,0.03,0.02,0.00,0.48,0.19,0.01,0.00,0.21,1.21,0.27,0.03,0.13,0.08,0.03,0.02,0.01,0.02,0.02,0.61,0.15,0.17,0.24,0.30,0.27,0.35,1.20,0.73,0.30,0.15,0.14,0.23,0.14,0.09,0.23,0.62
19/06/2021,10306910999,32308387,0.11,0.13,0.10,0.13,0.15,0.10,0.11,0.11,0.07,0.06,0.09,0.06,0.02,0.03,0.02,0.03,0.19,0.73,0.03,0.01,0.07,0.06,0.00,0.00,0.40,0.00,0.01,0.23,0.00,0.00,0.01,0.00,0.01,0.09,0.06,0.06,0.10,0.91,0.71,0.25,0.19,0.18,0.12,0.08,0.49,0.14,0.09,0.19
20/06/2021,10306910999,32308387,0.55,0.16,0.12,0.41,0.14,0.15,0.12,0.08,0.11,0.10,0.06,0.06,0.11,0.10,0.04,0.05,0.11,0.00,0.04,0.05,0.02,0.68,0.05,0.07,0.07,0.05,0.04,0.51,1.25,0.27,0.07,0.06,0.11,0.15,0.14,0.17,0.14,0.13,1.56,0.77,0.46,0.31,1.33,0.74,0.19,0.19,0.20,0.19
21/06/2021,10306910999,32308387,0.11,0.14,0.18,0.14,0.11,0.08,0.09,0.09,0.07,0.12,0.07,0.09,0.09,0.37,0.73,0.15,0.13,0.20,0.03,0.01,0.00,0.00,0.00,0.01,0.00,0.12,0.00,0.00,0.01,0.01,0.01,0.03,0.02,0.10,0.13,0.11,0.13,1.04,1.78,0.58,0.24,0.19,0.14,0.17,0.21,0.43,0.39,0.17
22/06/2021,10306910999,32308387,0.17,0.50,0.10,0.11,0.09,0.08,0.11,0.07,0.10,0.08,0.03,0.03,0.00,0.18,0.01,0.00,0.17,0.06,0.00,0.00,0.00,0.00,0.01,0.00,0.11,0.03,0.01,0.54,0.13,0.04,0.06,0.10,0.14,0.10,0.13,0.12,0.13,0.16,0.12,0.16,0.49,1.35,0.69,0.67,0.28,0.19,0.43,0.19
23/06/2021,10306910999,32308387,0.16,0.12,0.12,0.07,0.07,0.12,0.07,0.07,0.12,0.07,0.07,0.11,0.06,0.13,0.16,0.05,0.14,0.12,0.05,0.01,0.02,0.02,0.06,0.09,0.02,0.15,0.06,0.02,0.03,0.02,0.30,0.15,0.19,0.08,0.08,0.08,0.11,0.11,0.10,0.25,0.23,1.13,0.84,0.31,0.18,0.16,0.55,0.15
24/06/2021,10306910999,32308387,0.15,0.32,0.26,0.12,0.14,0.18,0.07,0.10,0.09,0.07,0.09,0.02,0.00,0.18,0.07,0.07,0.02,0.02,0.62,0.00,0.02,0.00,0.02,0.05,0.18,0.01,0.04,0.03,0.08,0.09,0.09,0.15,0.18,0.14,0.15,0.14,0.08,0.16,0.12,0.56,1.09,0.63,0.09,0.13,0.14,0.54,0.17,0.15
25/06/2021,10306910999,32308387,0.41,0.21,0.08,0.07,0.11,0.08,0.07,0.11,0.08,0.07,0.10,0.09,0.06,0.12,0.76,0.23,0.23,0.20,0.19,0.34,0.15,0.10,0.13,0.09,0.10,0.17,0.12,0.18,0.21,0.11,0.10,0.08,0.07,0.16,0.19,0.13,0.15,0.24,0.13,0.17,0.21,0.19,0.19,0.16,0.92,0.90,0.78,0.18
26/06/2021,10306910999,32308387,0.14,0.44,0.12,0.08,0.07,0.09,0.10,0.07,0.07,0.11,0.08,0.06,0.06,0.14,0.10,0.10,0.10,0.07,0.17,0.04,0.05,0.21,0.03,0.12,0.10,0.04,0.09,0.23,0.07,0.29,0.03,0.06,0.04,0.09,0.15,0.18,0.09,0.08,0.12,0.25,0.14,0.28,0.37,0.25,0.27,0.12,0.19,0.19
27/06/2021,10306910999,32308387,0.12,0.10,0.17,0.22,0.09,0.07,0.12,0.09,0.08,0.08,0.12,0.08,0.06,0.08,0.10,0.07,0.16,0.64,0.15,0.70,0.61,0.17,0.04,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.06,0.12,1.41,1.24,0.73,0.77,0.31,0.23,0.23,0.18,0.16,0.80,0.91,0.46,0.16
28/06/2021,10306910999,32308387,0.11,0.14,0.13,0.10,0.18,0.16,0.08,0.11,0.07,0.10,0.08,0.05,0.05,0.04,0.06,0.15,0.07,0.08,0.05,0.02,0.01,0.01,0.14,0.00,0.05,0.66,0.08,0.04,0.10,0.08,0.15,0.16,0.10,0.14,0.11,0.17,0.20,0.30,0.77,0.24,0.25,1.50,1.00,0.45,0.17,0.12,0.16,0.18
29/06/2021,10306910999,32308387,0.15,0.14,0.15,0.08,0.12,0.07,0.08,0.11,0.07,0.09,0.10,0.04,0.03,0.00,0.00,0.02,0.05,0.03,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.50,0.06,0.03,0.02,0.04,0.07,0.02,0.09,0.07,0.07,0.12,0.10,0.51,1.16,0.42,0.15,0.42,1.60,0.67,0.14,0.11,0.14,0.17
30/06/2021,10306910999,32308387,0.14,0.11,0.11,0.17,0.19,0.12,0.09,0.07,0.12,0.07,0.09,0.09,0.05,0.12,0.11,0.08,0.19,0.03,0.06,0.07,0.01,0.00,0.01,0.13,0.54,0.08,0.02,0.00,0.07,0.08,0.05,0.05,1.32,0.96,0.78,0.28,0.23,0.49,0.30,0.22,0.16,0.88,0.87,0.31,0.19,0.16,0.18,0.11
01/07/2021,10306910999,32308387,0.17,0.21,0.21,0.13,0.15,0.11,0.13,0.13,0.11,0.15,0.12,0.11,0.14,0.11,0.14,0.16,0.73,0.28,0.17,0.07,0.07,0.07,0.16,1.79,0.57,0.08,0.18,0.10,0.00,0.00,0.02,0.01,0.94,0.52,0.19,0.33,0.91,0.65,0.20,0.28,0.24,0.14,0.16,0.14,0.12,0.18,0.14,0.20
02/07/2021,10306910999,32308387,0.14,0.18,0.10,0.08,0.11,0.07,0.10,0.11,0.17,0.31,0.38,0.10,0.10,0.31,0.05,0.03,0.03,0.03,0.00,0.02,0.03,0.00,0.06,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.01,0.05,0.02,0.07,0.09,0.07,0.11,0.07,0.08,0.11,0.06,0.09,0.09,0.19
03/07/2021,10306910999,32308387,0.11,0.07,0.08,0.10,0.06,0.09,0.09,0.06,0.11,0.07,0.07,0.09,0.05,0.07,0.07,0.03,0.07,0.06,0.05,0.06,0.02,0.04,0.03,0.02,0.01,0.02,0.01,0.08,0.00,0.02,0.00,0.00,0.03,0.00,0.04,0.08,0.05,0.09,0.10,0.08,0.12,0.07,0.08,0.10,0.06,0.10,0.08,0.06
04/07/2021,10306910999,32308387,0.11,0.06,0.08,0.10,0.06,0.10,0.08,0.06,0.11,0.07,0.08,0.10,0.06,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.06,0.05,0.08,0.11,0.07,0.10,0.09,0.09,0.13,0.07,0.08,0.10,0.06,0.09,0.08,0.06
05/07/2021,10306910999,32308387,0.10,0.07,0.07,0.11,0.06,0.08,0.10,0.06,0.09,0.09,0.06,0.09,0.03,0.00,0.00,0.00,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.02,0.04,0.08,0.03,0.05,0.09,0.06,0.09,0.08,0.07,0.11,0.07,0.07,0.06
06/07/2021,10306910999,32308387,0.06,0.08,0.09,0.06,0.09,0.08,0.06,0.10,0.07,0.07,0.10,0.04,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.04,0.00,0.00,0.07,0.03,0.07,0.01,0.06,0.06,0.07,0.08,0.13,0.05,0.02,0.11,0.07,0.10,0.09,0.07,0.10,0.08,0.06,0.10,0.10
07/07/2021,10306910999,32308387,0.07,0.11,0.06,0.07,0.10,0.06,0.08,0.09,0.06,0.09,0.08,0.05,0.05,0.03,0.04,0.05,0.02,0.03,0.10,0.06,0.00,0.00,0.04,0.08,0.10,0.02,0.00,0.00,0.03,0.03,0.00,0.00,0.04,0.04,0.00,0.07,0.03,0.06,0.09,0.07,0.10,0.08,0.07,0.11,0.07,0.06,0.11,0.07
08/07/2021,10306910999,32308387,0.07,0.10,0.06,0.08,0.09,0.06,0.09,0.09,0.06,0.10,0.08,0.05,0.09,0.06,0.02,0.05,0.00,0.03,0.03,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.09,0.04,0.08,0.06,0.05,0.11,0.11,0.09,0.12,0.08,0.07,0.11,0.07,0.07,0.10,0.06
09/07/2021,10306910999,32308387,0.08,0.10,0.06,0.09,0.09,0.07,0.10,0.08,0.06,0.10,0.07,0.04,0.09,0.01,0.02,0.03,0.00,0.02,0.04,0.04,0.03,0.02,0.03,0.07,0.06,0.02,0.04,0.02,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.08,0.05,0.07,0.10,0.07,0.09,0.08,0.07,0.10,0.08,0.06,0.11,0.06
10/07/2021,10306910999,32308387,0.06,0.11,0.07,0.07,0.11,0.06,0.08,0.10,0.06,0.08,0.10,0.06,0.07,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.09,0.07,0.09,0.11,0.08,0.10,0.08,0.07,0.12,0.07,0.08,0.10,0.07
11/07/2021,10306910999,32308387,0.09,0.09,0.06,0.10,0.07,0.06,0.11,0.06,0.08,0.10,0.06,0.08,0.05,0.00,0.02,0.02,0.02,0.08,0.06,0.05,0.06,0.01,0.00,0.01,0.00,0.02,0.05,0.05,0.08,0.05,0.05,0.06,0.04,0.07,0.10,0.05,0.08,0.10,0.07,0.11,0.10,0.07,0.11,0.08,0.06,0.11,0.06,0.06
12/07/2021,10306910999,32308387,0.10,0.06,0.08,0.10,0.06,0.09,0.09,0.06,0.09,0.09,0.06,0.09,0.08,0.06,0.09,0.06,0.05,0.11,0.07,0.05,0.10,0.01,0.05,0.06,0.01,0.00,0.04,0.03,0.04,0.00,0.01,0.03,0.02,0.00,0.04,0.05,0.05,0.08,0.06,0.07,0.11,0.06,0.08,0.10,0.06,0.09,0.09,0.07
13/07/2021,10306910999,32308387,0.10,0.08,0.06,0.10,0.07,0.06,0.11,0.07,0.07,0.11,0.06,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.03,0.05,0.09,0.05,0.09,0.10,0.07,0.10,0.09,0.06,0.11,0.07,0.06
14/07/2021,10306910999,32308387,0.10,0.06,0.08,0.10,0.06,0.09,0.09,0.06,0.10,0.08,0.06,0.06,0.04,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.08,0.04,0.09,0.11,0.08,0.10,0.08,0.07,0.11,0.06,0.08,0.07
15/07/2021,10306910999,32308387,0.06,0.09,0.08,0.06,0.11,0.07,0.07,0.11,0.06,0.08,0.09,0.06,0.08,0.06,0.04,0.06,0.03,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.07,0.07,0.08,0.11,0.07,0.11,0.09,0.07,0.11,0.07,0.09,0.09,0.06,0.10
16/07/2021,10306910999,32308387,0.07,0.07,0.10,0.06,0.09,0.09,0.06,0.11,0.07,0.07,0.10,0.05,0.08,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.11,0.07,0.11,0.10,0.08,0.10,0.07,0.11,0.07,0.08,0.10,0.10
17/07/2021,10306910999,32308387,0.10,0.08,0.08,0.10,0.07,0.10,0.08,0.07,0.11,0.06,0.07,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.09,0.09,0.08,0.11,0.08,0.12,0.07,0.10,0.09,0.08,0.10,0.06,0.06
18/07/2021,10306910999,32308387,0.07,0.09,0.09,0.07,0.11,0.07,0.10,0.08,0.07,0.10,0.06,0.07,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.03,0.09,0.08,0.10,0.10,0.09,0.11,0.06,0.12,0.07,0.10,0.08,0.08,0.11
19/07/2021,10306910999,32308387,0.06,0.11,0.06,0.09,0.08,0.07,0.10,0.06,0.10,0.08,0.07,0.06,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.04,0.09,0.07,0.12,0.07,0.12,0.08,0.09,0.09,0.08,0.10,0.06,0.11,0.09
20/07/2021,10306910999,32308387,0.10,0.08,0.08,0.10,0.06,0.11,0.07,0.09,0.09,0.07,0.10,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.10,0.07,0.12,0.08,0.11,0.08,0.09,0.09,0.08,0.10,0.06,0.06
21/07/2021,10306910999,32308387,0.07,0.10,0.08,0.08,0.10,0.07,0.11,0.07,0.10,0.08,0.07,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.11,0.08,0.10,0.10,0.09,0.10,0.08,0.11,0.06,0.11,0.07,0.11
22/07/2021,10306910999,32308387,0.08,0.09,0.09,0.07,0.11,0.07,0.11,0.07,0.09,0.09,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.05,0.10,0.06,0.11,0.09,0.11,0.09,0.09,0.10,0.07,0.11,0.06,0.10
23/07/2021,10306910999,32308387,0.07,0.10,0.08,0.09,0.09,0.07,0.11,0.06,0.11,0.07,0.09,0.08,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.08,0.07,0.06,0.09,0.07,0.12,0.07,0.11,0.08,0.10,0.08,0.08,0.11
24/07/2021,10306910999,32308387,0.07,0.11,0.06,0.11,0.07,0.10,0.08,0.08,0.09,0.07,0.11,0.05,0.09,0.05,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.06,0.04,0.10,0.09,0.10,0.10,0.08,0.11,0.07,0.11,0.06,0.10,0.09
25/07/2021,10306910999,32308387,0.09,0.09,0.07,0.11,0.06,0.11,0.07,0.09,0.09,0.07,0.11,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.02,0.06,0.06,0.12,0.09,0.16,0.15,0.14,0.15,0.12,0.17,0.08,0.13,0.13,0.08
26/07/2021,10306910999,32308387,0.17,0.17,0.19,0.10,0.09,0.10,0.07,0.11,0.07,0.09,0.09,0.02,0.02,0.00,0.00,0.00,0.05,0.04,0.04,0.02,0.01,0.01,0.01,0.03,0.03,0.00,0.00,0.00,0.02,0.02,0.08,0.07,0.08,0.08,0.08,0.13,0.08,0.13,0.11,0.13,0.14,0.12,0.16,0.15,0.20,0.16,0.16,0.14
27/07/2021,10306910999,32308387,0.12,0.12,0.10,0.13,0.09,0.12,0.10,0.11,0.09,0.07,0.11,0.05,0.07,0.03,0.01,0.00,0.00,0.10,0.00,0.01,0.02,0.00,0.00,0.01,0.03,0.05,0.02,0.13,0.08,0.13,0.09,0.08,0.05,0.11,0.14,0.49,0.19,0.17,0.38,0.28,0.15,0.18,0.14,0.17,0.15,0.15,0.17,0.11
28/07/2021,10306910999,32308387,0.15,0.09,0.11,0.11,0.08,0.16,0.07,0.09,0.09,0.07,0.11,0.06,0.07,0.09,0.05,0.06,0.02,0.02,0.00,0.01,0.01,0.06,0.05,0.03,0.01,0.06,0.00,0.00,0.06,0.02,0.00,0.00,0.02,0.07,0.05,0.11,0.13,0.15,0.18,0.15,0.18,0.17,0.15,0.19,0.14,0.18,0.19,0.13
29/07/2021,10306910999,32308387,0.13,0.09,0.10,0.11,0.10,0.11,0.08,0.07,0.11,0.07,0.08,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.03,0.00,0.01,0.04,0.00,0.05,0.04,0.10,0.08,0.07,0.13,0.62,0.51,0.14,0.15,0.19,0.15,0.17,0.17,0.08
30/07/2021,10306910999,32308387,0.17,0.10,0.12,0.15,0.14,0.11,0.08,0.07,0.11,0.07,0.08,0.10,0.06,0.09,0.08,0.05,0.10,0.09,0.06,0.13,0.10,0.10,0.11,0.02,0.02,0.01,0.03,0.03,0.03,0.03,0.08,0.01,0.07,0.05,0.11,0.13,0.09,0.11,0.14,0.47,0.47,0.14,0.14,0.16,0.14,0.18,0.15,0.13
31/07/2021,10306910999,32308387,0.18,0.14,0.16,0.17,0.13,0.20,0.11,0.07,0.11,0.08,0.07,0.11,0.04,0.02,0.07,0.01,0.02,0.05,0.04,0.06,0.00,0.03,0.16,0.03,0.01,0.03,0.00,0.03,0.01,0.05,0.07,0.03,0.04,0.09,0.06,0.12,0.12,0.12,0.17,0.15,0.17,0.12,0.17,0.15,0.12,0.16,0.32,0.15
01/08/2021,10306910999,32308387,0.12,0.07,0.12,0.09,0.07,0.12,0.08,0.07,0.11,0.07,0.08,0.10,0.06,0.07,0.05,0.01,0.03,0.01,0.01,0.04,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.04,0.00,0.01,0.07,0.06,0.20,0.43,0.23,0.46,0.17,0.22,0.15,0.12,0.17,0.13,0.12,0.60
02/08/2021,10306910999,32308387,0.09,0.10,0.10,0.08,0.12,0.09,0.08,0.15,0.07,0.08,0.10,0.04,0.05,0.02,0.00,0.03,0.03,0.02,0.06,0.01,0.11,0.11,0.00,0.01,0.04,0.00,0.02,0.41,0.24,0.01,0.02,0.04,0.01,0.05,0.32,0.18,0.14,0.08,0.11,0.09,0.13,0.12,0.10,0.09,0.07,0.13,0.73,0.16
03/08/2021,10306910999,32308387,0.40,0.13,0.42,0.09,0.11,0.12,0.12,0.23,0.09,0.07,0.12,0.04,0.00,0.05,0.02,0.04,0.11,0.11,0.11,0.06,0.08,0.88,1.03,0.87,0.12,0.00,0.05,0.13,0.08,0.11,0.04,0.00,0.04,0.01,0.04,0.16,0.11,0.10,0.13,0.10,0.13,0.15,0.17,0.19,0.26,0.15,0.11,1.21
04/08/2021,10306910999,32308387,0.15,0.12,0.09,0.09,0.12,0.16,0.09,0.07,0.09,0.11,0.09,0.06,0.07,0.08,0.04,0.00,0.00,0.01,0.00,0.48,0.10,0.21,0.12,0.07,0.05,0.05,0.01,0.02,0.02,0.81,0.81,0.19,0.02,0.07,0.07,0.08,0.08,0.12,0.13,0.11,0.17,0.19,0.18,0.14,0.14,0.18,0.18,0.11
05/08/2021,10306910999,32308387,0.16,0.13,0.12,0.08,0.13,0.13,0.12,0.07,0.07,0.11,0.11,0.07,0.05,0.09,0.05,0.03,0.06,0.12,0.15,0.10,0.06,0.11,0.11,0.03,0.00,0.00,0.02,0.06,0.00,0.03,0.01,0.01,0.06,0.08,0.15,0.16,0.11,0.08,0.15,0.17,0.16,0.13,0.19,0.19,0.16,0.15,0.19,0.13
06/08/2021,10306910999,32308387,0.15,0.15,0.19,0.15,0.12,0.10,0.12,0.09,0.10,0.07,0.08,0.10,0.06,0.01,0.01,0.00,0.00,0.02,0.02,0.03,0.08,0.02,0.05,0.06,0.02,0.03,0.04,0.02,0.03,0.00,0.02,0.08,0.02,0.06,0.09,0.03,0.07,0.07,0.07,0.11,0.11,0.08,0.14,0.11,0.17,0.16,0.19,0.19
07/08/2021,10306910999,32308387,0.19,0.17,0.10,0.09,0.08,0.11,0.07,0.10,0.09,0.07,0.12,0.07,0.07,0.09,0.04,0.06,0.05,0.01,0.09,0.01,0.00,0.40,0.14,0.10,0.29,0.30,0.12,0.11,0.03,0.01,0.01,0.02,0.01,0.03,0.07,0.04,0.07,0.12,0.08,0.11,0.09,0.07,0.13,0.10,0.09,0.13,0.10,0.15
08/08/2021,10306910999,32308387,0.12,0.08,0.11,0.14,0.07,0.09,0.09,0.07,0.10,0.08,0.07,0.10,0.06,0.02,0.06,0.05,0.05,0.10,0.06,0.06,0.09,0.00,0.01,0.01,0.00,0.01,0.02,0.02,0.01,0.01,0.00,0.01,0.03,0.57,0.14,0.11,0.14,0.15,0.07,0.10,0.11,0.61,0.23,0.11,0.09,0.14,0.15,0.09
09/08/2021,10306910999,32308387,1.10,0.73,0.46,0.09,0.07,0.11,0.07,0.08,0.10,0.07,0.08,0.09,0.02,0.07,0.07,0.04,0.06,0.11,0.12,0.08,0.09,0.05,0.06,0.02,0.00,0.05,0.04,0.01,0.03,0.01,0.02,0.03,0.02,0.02,0.09,0.09,0.11,0.15,0.11,0.13,0.18,0.15,0.17,0.17,0.15,0.18,0.16,1.24
10/08/2021,10306910999,32308387,0.16,0.11,0.11,0.12,0.11,0.08,0.10,0.07,0.09,0.09,0.07,0.08,0.04,0.01,0.00,0.00,0.00,0.40,0.02,0.00,0.20,0.09,0.05,0.12,0.36,0.17,0.11,0.08,0.10,0.04,0.04,0.07,0.06,0.11,0.08,0.08,0.14,0.11,0.16,0.15,0.24,0.16,0.11,0.19,0.17,0.14,0.78,0.21
11/08/2021,10306910999,32308387,0.43,0.13,0.10,0.12,0.07,0.09,0.10,0.07,0.10,0.08,0.07,0.11,0.06,0.07,0.09,0.05,0.07,0.09,0.04,0.11,0.04,0.02,0.01,0.09,0.06,0.04,0.03,0.05,0.01,0.00,0.00,0.00,0.05,0.07,0.08,0.11,0.11,0.09,0.19,0.13,0.10,0.13,0.10,0.17,0.16,0.13,0.26,0.91
12/08/2021,10306910999,32308387,0.13,0.27,0.08,0.10,0.08,0.06,0.11,0.07,0.07,0.10,0.06,0.08,0.09,0.04,0.04,0.03,0.00,0.01,0.02,0.01,0.00,0.00,0.02,0.02,0.03,0.01,0.00,0.01,0.01,0.05,0.07,0.09,0.02,0.09,0.14,0.11,0.13,0.12,0.71,0.21,0.18,0.22,0.15,0.42,1.16,0.75,0.29,0.62
